objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location
0074,Bear about Town,"Blackstone, Stella  (autor); Barefoot Books (editorial)",2010,"¡Lee junto a Oso, en inglés y español! Aprende el vocabulario para los días de la semana en esta alegre y divertida historia.",Juvenile Nonfiction; Foreign Language Study; General; Juvenile Nonfiction; Readers; Intermediate; Juvenile Fiction; Animals; Bears; Juvenile Fiction; Lifestyles; City & Town Life; Juvenile Fiction; Stories in Verse        ,,,,,9781846863776,Text,application/pdf,español,,,record,
0075,La familia activa de Oso,"Blackstone, Stella  (autor); Barefoot Books (editorial)",2003-03,Toca los tazones que mi abuelo moldea.,Juvenile Nonfiction; Health & Daily Living; General; Juvenile Fiction; Animals; Bears; Juvenile Fiction; Family; General; Juvenile Fiction; Family; Multigenerational; Juvenile Fiction; Health & Daily Living; Daily Activities; Juvenile Fiction; Stories in Verse       ,,,,,9781841487779,Text,application/pdf,español,,,record,
0076,Apolo,"Gregoire, Caroline  (autor); Kane/Miller Book Publishers, Inc. (editorial)",2006-09,"Apolo no es un perro comn y corriente. l es el perro ms adorable, ms obediente, ms listo de todo el ancho mundo. Y adems, puede hacer trucos de magia! l es verdaderamente excepcional.",Juvenile Nonfiction; Concepts; Counting & Numbers; Juvenile Fiction; Animals; Dogs; Juvenile Fiction; Concepts; Counting & Numbers; Juvenile Fiction; Concepts; Size & Shape         ,,,,,9781933605203,Text,application/pdf,español,,,record,
0077,El papalote,"Ada, Alma Flor  (autor); Santillana USA Pub. (editorial)",1999,"Los niños se ponen felices cuando su mamá les hace un papalote. Se pierde el papalote. Al buscarlo, encuentran un gatito sin hogar.","Children's stories, Spanish               ",,,,,9781581051681,Text,application/pdf,español,,,record,
0078,Otra Broma De Elmer/Elmer Again,"McKee, David  (autor); Fondo de Cultura Economica USA (editorial)",1995-12,,,,,,,9789681645601,Text,application/pdf,,,,record,
0079,Elmer sobre Zancos,"McKee, David  (autor); Altea (editorial)",2001,"Elmer, the patchwork elephant, thinks of a clever way to outwit the hunters who are tracking himself and his friends.",Juvenile Fiction; Animals; General; Juvenile Fiction; Animals; Elephants; Juvenile Fiction; Humorous Stories           ,,,,,9789681910303,Text,application/pdf,español,,,record,
0080,¿Has visto a mi patito?,"Tafuri, Nancy  (autor); Scholastic Incorporated (editorial)",1984,A mother duck leads her brood around the pond as she searches for one missing duckling.,Caldecott Medal honor books               ,,,,,590451529,Text,application/pdf,español,,,record,
0081,Verdi,"Cannon, Janell  (autor); Juventud (editorial)",1997,"¿Para qué tanta prisa en crecer y volverse verde?, pregunta Verdi, una pequeña pitón, desde su isla tropical. Verdi no quiere hacerse mayor pero con el tiempo comprende que crecer no significa dejar de ser uno mismo. Una obra de arte convertida en alb",Fiction; General; Juvenile Fiction; Animals; Reptiles & Amphibians; Juvenile Fiction; Family; Multigenerational           ,,,,,9788426130419,Text,application/pdf,español,,,record,
0082,Perdido y encontrado,"Jeffers, Oliver  (autor); Fondo de Cultura Económica (editorial)",2005,"Un ni o encuentra un ping ino extraviado en la entrada de su casa. Al verlo solo y triste decide ayudarlo a encontrar el camino de regreso a su hogar. Tras mucho investigar, averigua que los ping inos habitan en el Polo Sur y busca la forma de llevarlo all . Durante el viaje descubre que la soledad no es lo mismo que la nostalgia del hogar.",Fiction; General; Juvenile Fiction; Animals; Birds             ,,,,,9789681677596,Text,application/pdf,español,,,record,
0083,Otis,"Long, Loren  (autor); Philomel Books (editorial)",2013,"Otis es un tractor especial. Otis quiere a su granjero y le encanta trabajar. También es un buen amigo del ternerito que duerme en la casilla vecina. Pero cuando Otis fue reemplazado por un enorme tractor amarillo, lo abandonan detrás del establo, inutilizado, desapercibido ... hasta que el ternerito quedó atascado en Charco Lodo. Solamente un tractor podrá venir a rescatarlo. ¿Será Otis el que puede salvar el día?",Farm life               ,,,,,9780399255922,Text,application/pdf,español,,,record,
0084,El día en que tú naciste,"Frasier, Debra  (autor); Houghton Mifflin Harcourt Publishing Company (editorial)",1998,The earth celebrates the birth of a newborn baby.,Juvenile Nonfiction; Family; General; Juvenile Nonfiction; Family; New Baby; Juvenile Nonfiction; History; Modern           ,,,,,9780152017095,Text,application/pdf,español,,,record,
0085,La historia de Ping,"Flack, Marjorie (autor); Wiese, Kurt (autor); Terheyden, Jerry  (autor); Viking (editorial)",1996,"A retelling, in Spanish, of The Story of Ping.","Juvenile Fiction; Action & Adventure; General; Juvenile Fiction; Animals; Birds; Juvenile Fiction; Animals; Ducks, Geese, etc; Juvenile Fiction; Classics          ",,,,,9780670869589,Text,application/pdf,español,,,record,
0086,Corduroy,"Freeman, Don  (autor); Penguin (editorial)",1990-10-15,"Corduroy, la historia original y favorita de todos en un libro de cartón en español. Corduroy es un osito que en un tiempo vivió en la juguetería de una tienda grande. Día tras día esperaba junto a los otros animales y muñecas que alguien viniera y se lo llevara a casa. One of School Library Journal’s ""Top 100 Picture Books"" of all time (2012) One of the National Education Association’s ""Teachers' Top 100 Books for Children.""",Juvenile Fiction; Animals; Bears              ,,,,,9780140542523,Text,application/pdf,español,,,record,
0087,Pan y mermelada para Francisca,"Hoban, Russell  (autor); Harper Arco Iris (editorial)",1995,"Preferring her favorite snack to all other foods, Frances is disturbed when her parents agree to give her nothing but bread and jam to eat and eventually discovers the wonderful variety of cuisines that are available.",Juvenile Fiction; Animals; General; Juvenile Fiction; Animals; Mammals; Juvenile Fiction; Family; General; Juvenile Fiction; Readers; Beginner; Juvenile Fiction; Cooking & Food        ,,,,,9780060253288,Text,application/pdf,español,,,record,
0088,"Julius, el rey de la casa","Kevin, Henkes (autor); Henkes, Kevin  (autor); Editorial Everest (editorial)",1998,"Lily va a tener un hermanito y está muy ilusionada, pero cuando nace y ve que todos los cariños son para él se sentirá mal y le odiará, hasta que un día alguien habla mal de su hermano...",Juvenile Fiction; General              ,,,,,9788424133566,Text,application/pdf,español,,,record,
0089,Crisantemo / Chrysanthemum,"Henkes, Kevin  (autor); Everest Publishing (editorial)",1993-01-01,,"Fiction; Schools; Personal Names; Juvenile fiction; Ficción juvenil; Big books; Nombres personales; Escuelas; Mice; Ratones; Names, Personal -- Fiction; Schools -- Fiction; Names, personal, fiction; Schools, fiction; Children's fiction; Bullying; Self-esteem, fiction; Bullying, fiction; Bullies; Noms de personnes; Romans, nouvelles, etc. pour la jeunesse; Intimidation; Écoles; Personal names; School stories /   ",,,,,9788424133573,Text,application/pdf,español,,,record,
0090,Kitten's First Full Moon,"Henkes, Kevin  (autor); HarperCollins (editorial)",2006-04-25,"¡Qué noche! Hay luna llena. Gatita tiene hambre, está muy curiosa, y valiente, y obstinada. Tiene mala suerte . . . ¡y después buena suerte! ¡Qué noche!",Juvenile Fiction; Animals; Cats; Juvenile Fiction; Concepts; Senses & Sensation; Juvenile Fiction; Social Issues; New Experience           ,,,,,9780060872236,Text,application/pdf,español,,,record,
0091,El flamboyán amarillo,"Lázaro, Georgina (autor); León, Georgina Lázaro  (autor); Lectorum Publications (editorial)",2004,"El flamboyán amarillo es un cuento de Giorgina Lázaro que trata sobre un niño que va de paseo con su madre en el campo. Luego de caminar un rato se encuentran con un flamboyan amarillo. Allí a la sombra del árbol meriendan. Después de estar a la sombra del árbol el niño recoge una semilla del árbol y la guarda en su bolsillo. De regreso a su casa sembraron la semilla en una maceta y mientras el niño iba creciendo, así lo hacía la semilla del flamboyán amarillo. El árbol había crecido tanto que el niño tuvo que transplantarlo y tanto era su afán con el árbol que hasta soñaba que un grillo le indicaba que su árbol había florecido.--librosparaninosyninas.blogspot.com",Juvenile Fiction; Science & Nature; General; Juvenile Fiction; Science & Nature; Trees & Forests            ,,,,,9781930332553,Text,application/pdf,español,,,record,
0092,Sopa de Calabaza,"Cooper, Helen  (autor); Juventud, Editorial (editorial)",2001-06,"Gato and Ardilla come to blows with Pato in arguing about who will perform what duty in preparing their sopa de calabaza, and they almost lose Pato's friendship when he decides to leave them.","Juvenile Fiction; Animals; Cats; Juvenile Fiction; Animals; Squirrels; Juvenile Fiction; Animals; Ducks, Geese, etc; Juvenile Fiction; Cooking & Food          ",,,,,9788426131553,Text,application/pdf,español,,,record,
0093,El ovillo mágico,"Isern, Susanna  (autor); Cuento de Luz SL (editorial)",2013,"One morning, a hedgehog wakes up to find a mysterious ball of wool caught in his prickles. Fascinated, all of the forest animals come to his house and the hedgehog happily knits something for each of his visitors, woolen garments that suddenly and magically turn into the very thing each animal loves most. But when a fellow animal is in trouble and the ball of wool has reached its end, the rest of the animals need to come to the hedgehog's aid. This charming tale of friendship and generosity will bring out the best in young readers by encouraging them to help others. Una mañana, un erizo se despierta y encuentra un misterioso ovillo de lana clavado en sus púas. Fascinados, todos los animales del bosque vienen a su casa y el erizo felizmente le teje algo a cada uno de sus visitantes, vestimentas de lana que de repente y mágicamente se convierten en lo que cada animal más desea. Pero cuando un animal se encuentra en peligro y el ovillo de lana ha llegado a su final, los demás animales necesitan ayudar al erizo. Esta encantadora historia sobre la amistad y la generosidad hará relucir lo mejor de cada joven lector al motivarlo a ayudar a los demás.",Juvenile Fiction; Animals; General; Juvenile Fiction; Animals; Mammals; Juvenile Fiction; Fantasy & Magic; Juvenile Fiction; Social Themes; Friendship; Juvenile Fiction; Social Themes; Values & Virtues; Juvenile Fiction; Imagination & Play       ,,,,,9788415619857,Text,application/pdf,español,,,record,
0094,Nadarín,"Lionni, Leo (autor); González, Xosé Manuel (autor); Centelles, Ignasi  (autor); Lectorum (editorial)",2005,"A clever little fish named Nadarin, the only black fish in a school of red ones, devises a way to protect them all from their natural enemies.",Juvenile Fiction; Animals; Fish; Juvenile Fiction; Classics             ,,,,,9781930332805,Text,application/pdf,inglés,,,record,
0095,Perdido en la nieve,"Beck, Ian  (autor); Juventud (editorial)",1998,"Había nevado toda la noche...... . . . . . . Después de una gran nevada, Lily sale a jugar con sus amigos. Para no perder a Osito, Lily lo deja en casa, sentado en el alféizar de la ventana, para que pueda ver la nieve. Pero mamá al cerrar bruscame",Juvenile Fiction; Action & Adventure; General; Juvenile Fiction; Animals; Bears; Juvenile Fiction; Interactive Adventures; Juvenile Fiction; Science & Nature; Weather          ,,,,,9788426131034,Text,application/pdf,español,,,record,
0096,Una isla bajo el sol,"Blackstone, Stella  (autor); Planeta Infantil (editorial)",2002,"A boy sails across the sea, looking at various objects through his spyglass, until he reaches an island where his dog is waiting for him.",Dogs               ,,,,,9789706906229,Text,application/pdf,español,,,record,
0097,Un beso en mi mano,"Penn, Audrey  (autor); Child & Family Press (editorial)",1993-06,In this contemporary classic Chester Raccoon seeks love and reassurance from his mother as he ventures out into the world to attend his very first day of school.,Juvenile Fiction; Animals; Mammals; Juvenile Fiction; Family; General; Juvenile Fiction; School & Education; Juvenile Fiction; Social Themes; Emotions & Feelings; Juvenile Fiction; Social Themes; New Experience        ,,,,,9780878688227,Text,application/pdf,español,,,record,
